"address","email","fax","latitude","licence_number","longitude","maps_url","name","ownership","page","phone","scraped_at","validity_date"
"JALAN PERSIARAN, TMN SRI NAHODA 86800 MERSING   86800  Johor","","","2.4190913509472973","J/PJHWT018/2024","103.84600913307624","http://maps.google.com/?q=2.4190913509472973, 103.84600913307624","PUSAT JAGAAN PERTUBUHAN KEBAJIKAN PUSAT AKTIVITI WARGA EMAS (PAWE) KAWANKU BANDAR MERSING","","34","017-7515033","2026-05-07T15:26:10.359Z","03.03.2024 - 02.03.2029"
"No. 34, Laluan KP 1/6, Taman Kinta Perdana,  Lahat  31500  Perak","","","4.5133126","A/PJB WT 008/2022","101.05506","http://maps.google.com/?q=4.5133126 ,101.05506","Pusat Jagaan Pertubuhan Kebajikan Rumah Orang-Orang Tua (Islam) Titian Abadi","","34","013-4793223, 017-5519570","2026-05-07T15:26:10.359Z","17.02.2022 - 16.02.2027"
"No. 61, Jalan Unta, Kawasan Rumah Hijau,  Taiping,  34000  Perak","","017-3484984","4.836902","A/PJB WT 024/2023","100.730728","http://maps.google.com/?q=4.836902	 ,100.730728","Pusat Jagaan Pertubuhan Kebajikan Warga Emas Emmanuel Larut Matang dan Selama Perak","","34","017-5191924,","2026-05-07T15:26:10.360Z","25.07.2023 - 24.07.2028"
"LOT 132828, LORONG SERI DAMAI BARU 2,  BATU 8 JALAN GAMBANG  25150  Pahang","","","3.7616124041362093","C/P JB WE 006/2021","103.21931262385827","http://maps.google.com/?q=3.7616124041362093 ,103.21931262385827","PUSAT JAGAAN PERTUBUHAN KEBAJIKAN WARGA EMAS XIANG AN KUANTAN PAHANG","","34","019-9851436","2026-05-07T15:26:10.360Z","16.06.2021 - 15.06.2026"
"Kg. Tok Dor, Jerteh   22020  Terengganu","","","5.654982","T/PJB WT 010/2023","102.628013","http://maps.google.com/?q=5.654982 ,102.628013","PUSAT JAGAAN PERTUBUHAN KEBAJIKAN WARGA TUA NURUL SAADAH","","34","01136397531","2026-05-07T15:26:10.360Z","10.08.2023 - 09.08.2028"
"Lot 157365, Off Jalan Ampang 6,  Ampang Baru New Village,  Ipoh 31350  Perak","","","4.5885493","A/PJB WT 002/2021","101.1376843","http://maps.google.com/?q=4.5885493 ,101.1376843","Pusat Jagaan Pertubuhan Pengurusan Rumah Warga Tua ""Anning"" Ipoh, Perak","","34","012-5201160, 05-3111223","2026-05-07T15:26:10.360Z","29.01.2021 - 28.01.2026"
"Lot 474, Jalan Padang,  Sungai Buloh, 31100 Sungai Siput (U)  31100 Sungai Siput (U) Perak","","","4.49049","A/PJB WT 068/2024","101.04145","http://maps.google.com/?q=4.49049, 101.04145","Pusat Jagaan Pertubuhan Wa Khiew Yi Shea","","34","016-5231388, 05-5987195","2026-05-07T15:26:10.360Z","23.12.2024 - 22.12.2029"
"No. 223, Persiaran Venice Sutera 2,  Desa Manjung Raya  32200 Lumut Perak","","","","A/PJB WE 012/2025","","","Pusat Jagaan Qaseh Murni","","34","012-5056449","2026-05-07T15:26:10.360Z","19.03.2025 - 18.03.2030"
"NO. 48, LOT 3940,  BATU 43/4, PT UNAS,  JALAN TEMENGGUNG AHMAD 84000  Johor","","","2.007294","J/PJB WT 011/2022","102.602273","http://maps.google.com/?q=2.007294 ,102.602273","PUSAT JAGAAN RAMYA BALAN","","34","010-2357446","2026-05-07T15:26:10.360Z","21.03.2022 - 20.03.2027"
"27G, Jalan Raja Musa Mahadi, Rapat Setia,  Ipoh,  31350  Perak","","","4.5675603","A/PJB WT 018/2019","101.1196195","http://maps.google.com/?q=4.5675603 ,101.1196195","Pusat Jagaan Rapat","","35","016-5561360","2026-05-07T15:26:13.269Z","26.06.2019 - 25.06.2024"
"LOT 3720 JALAN BESAR KAMPUNG BARU SUNGAI BULOH SEKSYEN U19, 40160 SHAH ALAM   40160  Selangor","","","3.11446","B/PJB WT 019/2021","101.34037","http://maps.google.com/?q=3.11446 ,101.34037","PUSAT JAGAAN RUMAH KEBAJIKAN WARGA EMAS ST.MARK","","35","016-6261206/03-1433234","2026-05-07T15:26:13.270Z","29.11.2021 - 28.11.2026"
"N0. 3, TAMAN KULIM BARU, JALAN BUKIT AWI, KULIM   09000 KULIM Kedah","","","5.7394407","K/PJH KK007/2026","99.822482","http://maps.google.com/?q=5.7394407,99.822482","PUSAT JAGAAN RUMAH MENTARI (WARGA EMAS LELAKI/ BERPENYAKIT)","","35","019-4264381 / 04-4931033","2026-05-07T15:26:13.270Z","22.02.2026 - 21.02.2031"
"No. 3 & 4, Taman Kulim Baru   Jalan Bukit Awi Kulim 09000  Kedah","","","5.360589","K/PJB WT 007/2021","100.550291","http://maps.google.com/?q=5.360589 ,100.550291","PUSAT JAGAAN RUMAH MENTARI (WARGA EMAS LELAKI/BERPENYAKIT)","","35","04-4931033","2026-05-07T15:26:13.270Z","02.03.2021 - 01.03.2026"
"No.23, Taman Kulim Baru Jalan Bukit Awi Kulim  09000  Kedah","","","5.362110","K/PJB WT 015/2021","100.550072","http://maps.google.com/?q=5.362110 ,100.550072","PUSAT JAGAAN RUMAH MENTARI (WARGA EMAS WANITA)","","35","019-4264381","2026-05-07T15:26:13.270Z","12.07.2021 - 11.07.2026"
"LOT 699-701, JALAN MERDEKA, KAMPUNG BARU AMPANG, 68000 AMPANG, SELANGOR   68000 AMPANG Selangor","","","3.1425","B/PJB WT 006/2026","101.7648","http://maps.google.com/?q=3.1425	101.7648","PUSAT JAGAAN RUMAH ORANG TUA AMPANG","","35","03-42918978","2026-05-07T15:26:13.270Z","30.03.2026 - 29.03.2031"
"KM. 30, JALAN KUALA NERANG, KUALA NERANG  06300 KUALA NERANG Kedah","","","6.1865984","K/PJH KK030/2025","100.3814912","http://maps.google.com/?q=6.1865984,100.3814912","PUSAT JAGAAN RUMAH ORANG TUA BUKIT BETHEL(BETHEL HILL OLD FOLKS HOME)","","35","019 4771119 / 019 477 1117","2026-05-07T15:26:13.271Z","30.12.2025 - 29.12.2030"
"LOT 4313, BATU 1 1/4, PERSIARAN TENGKU AMPUAN RAHIMAH 41200 KLANG, SELANGOR   41200  Selangor","","","3.0236817","B/PJBWT 009/2022","101.4395264","http://maps.google.com/?q=3.0236817, ,101.4395264,","PUSAT JAGAAN RUMAH ORANG TUA CHIK SIN THONG KLANG DAN PANTAI SELANGOR","","35","03-33717822/016-2051773","2026-05-07T15:26:13.271Z","27.07.2022 - 26.07.2027"
"NO. 2, LOT 4399, JALAN BUKIT UBI,  25250  Pahang","","","3.81846","C/P JB WE 013/2020","103.31581","http://maps.google.com/?q=3.81846 ,103.31581","PUSAT JAGAAN RUMAH ORANG TUA GABUNGAN PERSATUAN-PERSATUAN TIONGHUA KUANTAN","","35","014-8479083 / 09-5141088","2026-05-07T15:26:13.271Z","14.12.2020 - 13.12.2025"
"Jalan Sungai Dua 11700 Bayan Lepas Pulau Pinang 11700 Bayan Lepas Pulau Pinang","","","5.341719","P/PJB WT 016/2024","100.298114","http://maps.google.com/?q=5.341719  ,100.298114","Pusat Jagaan Rumah Orang Tua Jubli Perak","","35","0124808292","2026-05-07T15:26:13.271Z","26.06.2024 - 25.06.2029"
"LOT 7898, JALAN BESAR, 43300 SERI KEMBANGAN, SELANGOR    43300 SERI KEMBANGAN Selangor","","","3.01892","B/PJB WT 007/2025","101.70332","http://maps.google.com/?q=3.01892	101.70332","PUSAT JAGAAN RUMAH ORANG TUA SERI KEMBANGAN","","36","016-3947296","2026-05-07T15:26:15.825Z","18.08.2025 - 17.08.2030"
"No.8, Jalan Meru, Off Jalan Klang Lama, Batu 3 1/2, 58100 Klang Lama WP Kuala Lumpur","wesleyoutreachkl@gmail.com","","3.10806","W/PJB WE 005/2026","101.68056","http://maps.google.com/?q=3.10806,101.68056","Pusat Jagaan Rumah Orang Tua wesley","","36","03-77277869","2026-05-07T15:26:15.825Z","02.04.2026 - 01.04.2031"
"Lot 157862, Jalan Kompleks Sukan,  Ipoh,  31400  Perak","","","4.5893214","A/PJB WT 046/2023","101.0562268","http://maps.google.com/?q=4.5893214 ,101.0562268","Pusat Jagaan Rumah Orang-Orang Tua (PKK) Simee","","36","05-5452449, 012-5173951","2026-05-07T15:26:15.826Z","27.11.2023 - 26.11.2028"
"LOT 13559, JALAN SS9A/20, SERI SETIA  47300  PETALING JAYA, SELANGOR   47300  Selangor","","","3.08948","B/PJBWT 003/2022","101.6195","http://maps.google.com/?q=3.08948 ,101.6195","PUSAT JAGAAN RUMAH ORANG-ORANG TUA SERI SETIA","","36","03-78769233/017-3851399","2026-05-07T15:26:15.826Z","07.02.2022 - 06.02.2027"
"JALAN SUNGAI BEREMBANG BEHOR MALI 02700 SIMPANG 4 PERLIS   02700  Perlis","","","6","R/PJB WT 009/2021","20","http://maps.google.com/?q=6 20' 00","PUSAT JAGAAN RUMAH SEJAHTERA BAITUL HANNAN","","36","0124747882","2026-05-07T15:26:15.826Z","28.06.2021 - 27.06.2026"
"BATU 5 1/4 JALAN KAQKI BUKIT 01000 KANGAR  01000  Perlis","","","6.5069437","R/PJB WT 010/2021","100.1892187","http://maps.google.com/?q=6.5069437 ,100.1892187,1","PUSAT JAGAAN RUMAH SEJAHTERA BATU BERTANGKUP","","36","014-5644937","2026-05-07T15:26:15.826Z","25.08.2021 - 24.08.2026"
"KOMPLEKS PENYAYANG KM7, Batu 4,  Jalan Kluang,   83000  Johor","","","1.869963","J/PJB WT 024/2021","102.983705","http://maps.google.com/?q=1.869963 ,102.983705","Pusat Jagaan Rumah Sejahtera Batu Pahat","","36","07-4312915","2026-05-07T15:26:15.826Z","24.05.2021 - 23.05.2026"
"No 60, Batu 1 Jalan Tras  28700  Pahang","","","3.5520114704751755","C/PJB WE 010/2022","101.89737165728523","http://maps.google.com/?q=3.5520114704751755 ,101.89737165728523","Pusat Jagaan Rumah Sejahtera Bentong","","36","09-2234845","2026-05-07T15:26:15.827Z","03.08.2022 - 02.08.2027"
"LOT 5704,  LORONG RUPAWAN 7  13200 Kepala Batas Pulau Pinang","","","5.508927","P/PJBWT08/2020","1000.443969","http://maps.google.com/?q=5.508927 ,1000.443969","PUSAT JAGAAN RUMAH SEJAHTERA BERTAM","","36","0194478157/ 0458887080","2026-05-07T15:26:15.827Z","20.06.2025 - 19.06.2030"
"Lot 25248 Jalan Sungai Itik,  31600 Gopeng  31600  Perak","","","4.4735666","A/PJB WT 028/2024","101.1656603","http://maps.google.com/?q=4.4735666 ,101.1656603","Pusat Jagaan Rumah Sejahtera Gopeng","","36","012-5896315","2026-05-07T15:26:15.827Z","05.04.2024 - 04.04.2029"
"Lorong 22, Jelapang,  Ipoh,  30020  Perak","mpksm22@gmail.com","05-5262209","4.6405954","A/PJB WT 008/2023","101.0564616","http://maps.google.com/?q=4.6405954 ,101.0564616","Pusat Jagaan Rumah Sejahtera Jelapang","","37","05-5262209, 012-5175995","2026-05-07T15:26:18.811Z","02.05.2023 - 01.05.2028"
"KM.3, JALAN TANAH MERAH-SEPANG, LUKUT,    71010 Port Dickson Negeri Sembilan","","","0","N/ PJB WT 07/2021","0","http://maps.google.com/?q=0 ,0","PUSAT JAGAAN RUMAH SEJAHTERA JIMAH","","37","019-3403004","2026-05-07T15:26:18.811Z","06.05.2021 - 05.05.2026"
"Pekan Lama Kaki Bukit                                      02200 Kaki Bukit      1594  Perlis","","","6.655569","R/PJB WT 004 /2021","100.224070","http://maps.google.com/?q=6.655569 ,100.224070","PUSAT JAGAAN RUMAH SEJAHTERA KAKI BUKIT","","37","012-3318421","2026-05-07T15:26:18.811Z","03.03.2021 - 02.03.2026"
"Jalan Besar, 36700 Langkap, Perak    36700  Perak","","","4.6901037","A/PJB WT 035/2024","100.8725356","http://maps.google.com/?q=4.6901037 ,100.8725356","Pusat Jagaan Rumah Sejahtera Langkap","","37","012-5509653, 012-5988444","2026-05-07T15:26:18.811Z","11.06.2024 - 10.06.2029"
"PT 8289, Mambang Diawan,  31950 Kampar  31950  Perak","","","4.2696538","A/PJB WT 027/2024","101.1469713","http://maps.google.com/?q=4.2696538 ,101.1469713","Pusat Jagaan Rumah Sejahtera Mambang Diawan","","37","016-5447877","2026-05-07T15:26:18.811Z","05.04.2024 - 04.04.2029"
"Jalan Besar, Permatang Tinggi   14100 Bukit Mertajam Pulau Pinang","","","5.3060","P/PJB WT 026/2025","100.4785","http://maps.google.com/?q=5.3060 ,100.4785","Pusat Jagaan Rumah Sejahtera Permatang Tinggi","","37","045887080","2026-05-07T15:26:18.811Z","20.11.2025 - 19.11.2030"
"LORONG 6, JALAN PANCHUR,    06400 Pokok Sena Kedah","","","6.1757067","K/PJB WT 020/2022","100.5153124","http://maps.google.com/?q=6.1757067 ,100.5153124,","PUSAT JAGAAN RUMAH SEJAHTERA POKOK SENA","","37","04-7332737","2026-05-07T15:26:18.812Z","26.10.2022 - 25.10.2027"
"LOT 168, MUKIM BATU HAMPAR JALAN BATU HAMPAR  71300 Rembau Negeri Sembilan","rd8842@yahoo.com","06-6852210","2.58633","N/ PJB WT 14/2020","102.09200","http://maps.google.com/?q=2.58633 ,102.09200","PUSAT JAGAAN RUMAH SEJAHTERA REMBAU","","37","019-6608631","2026-05-07T15:26:18.812Z","04.12.2025 - 03.12.2030"
"JKR 3471, KG BARU SIKAMAT    70400 Seremban Negeri Sembilan","liongan1819@gmail.com","","2.74607","N/PJB WT 16/2020","101.96728","http://maps.google.com/?q=2.74607 ,101.96728","PUSAT JAGAAN RUMAH SEJAHTERA SIKAMAT","","37","06-7642082","2026-05-07T15:26:18.812Z","04.12.2020 - 03.12.2025"
"8 KM, Jalan Sultan Nazrin Shah,  Ipoh,  31350  Perak","","","4.5517607","A/PJB WT 035/2022","101.1182131","http://maps.google.com/?q=4.5517607 ,101.1182131","Pusat Jagaan Rumah Seri Bahagia (Lucky Village Home)","","37","05-3120997, 016-5316299","2026-05-07T15:26:18.812Z","09.08.2022 - 08.08.2027"
"42 - 46, Jalan Ampang,  Kampar,  31900  Perak","","","4.3142243","A/PJB WT 076/2021","101.1521267","http://maps.google.com/?q=4.3142243 ,101.1521267","Pusat Jagaan Rumah Warga Emas Marian","","38","05-4658424, 016-5618854","2026-05-07T15:26:21.424Z","30.12.2021 - 29.12.2026"
"NO 4 LORONG SERI KUANTAN 69 ALOR AKAR 25250  Pahang","","","3.8211885908913565","C/PJBWE039/2025","103.34117882421658","http://maps.google.com/?q=3.8211885908913565, 103.34117882421658","PUSAT JAGAAN SARA'S HOME FOR THE AGED","","38","","2026-05-07T15:26:21.424Z","29.12.2025 - 28.12.2030"
"Tingkat 2, No. 18 & 20, Jalan 5/4C, Taman Desa Melawati, 53100  WP Kuala Lumpur","","","3.21922","W/PJB WT 002/2024","101.73853","http://maps.google.com/?q=3.21922 ,101.73853","Pusat Jagaan Seavoy","","38","03-41084700","2026-05-07T15:26:21.424Z","12.01.2024 - 11.01.2029"
"Jalan Jubilee, Off Jalan Loke Yew,  55200  WP Kuala Lumpur","ksmanagamentkl@gmail.com","","3.12868","W/PJB WT 006/2022","101.70910","http://maps.google.com/?q=3.12868 ,101.70910","Pusat Jagaan Selangor King George V Silver Jubilee Fund","","38","03-92234891","2026-05-07T15:26:21.424Z","27.06.2022 - 26.06.2027"
"No. 3, Persiaran Tasek Timur 5A, Taman Medan Bercham,  Ipoh,  31400  Perak","","","4.6304064","A/PJB WT 048/2018","101.1232027","http://maps.google.com/?q=4.6304064 ,101.1232027","Pusat Jagaan Seri Bercham","","38","016-5677565","2026-05-07T15:26:21.424Z","28.11.2018 - 27.11.2023"
"No. 3, Persiaran Tasek Timur 5A,  Taman Medan Bercham,  31400 Ipoh 31400  Perak","","","4.6304128","A/PJB WT 015/2024","101.1253399","http://maps.google.com/?q=4.6304128 ,101.1253399","Pusat Jagaan Seri Bercham","","38","05-5450694, 016-5677565","2026-05-07T15:26:21.424Z","27.02.2024 - 26.02.2029"
"No. 76, Jalan Tambun,  Ipoh  31400  Perak","","","4.6114768","A/PJB WT 036/2021","101.1416683","http://maps.google.com/?q=4.6114768 ,101.1416683","Pusat Jagaan Seri Cahaya","","38","016-5677565","2026-05-07T15:26:21.425Z","28.06.2021 - 27.06.2026"
"K224, Jalan Pasir Puteh Baru,  Ipoh,  31650  Perak","","","4.5611412","A/PJB WT 026/2019","101.074155","http://maps.google.com/?q=4.5611412 ,101.074155","Pusat Jagaan Seri Damai","","38","012-5152759, 05-3234322","2026-05-07T15:26:21.425Z","23.09.2019 - 22.09.2024"
"K224, Jalan Pasir Puteh Baru, 31650 Ipoh   31650  Perak","loh.terri@gmail.com","","4.5697053","A/PJB WT 047/2024","101.0782323","http://maps.google.com/?q=4.5697053 ,101.0782323","Pusat Jagaan Seri Damai","","38","012-5152759, 05-3234322","2026-05-07T15:26:21.498Z","22.09.2024 - 21.09.2029"
"No. 299, Persiaran Brooke,   96000  Sarawak","","","2.3330668968845956","Q/PJB WT/10/2017","111.84132960139607","http://maps.google.com/?q=2.3330668968845956 ,111.84132960139607","Pusat Jagaan Sibu Benevolent Society","","38","084-311936","2026-05-07T15:26:21.498Z","09.11.2017 - 08.11.2022"
"No. 12, Persiaran Bukit Meru 12, Meru Height,  Ipoh,  30020  Perak","","","4.6504187","A/PJB WT 043/2023","101.0596812","http://maps.google.com/?q=4.6504187 ,101.0596812","Pusat Jagaan Sinar Berkat","","39","016-4404917, 014-6151210, 05-5269095","2026-05-07T15:26:24.765Z","08.11.2023 - 07.11.2028"
"No. 86, Jalan Hassan,  Taman Lim,   30100 Ipoh Perak","homecare.sinarberkat@gmail.com","","4.609078","A/PJB WE 004/2026","101.0690282","http://maps.google.com/?q=4.609078, 101.0690282","Pusat Jagaan Sinar Berkat","","39","016-4404917","2026-05-07T15:26:24.765Z","28.01.2026 - 27.01.2031"
"No. 33, Kampung Parit Mislam, Parit Bulat Darat, Parit Jawa, muar   84160  Johor","","","1.9798808","J/PJB WT 019/2022","102.7384071","http://maps.google.com/?q=1.9798808 ,102.7384071","PUSAT JAGAAN SINAR KASIH (CAWANGAN)","","39","011-12880872","2026-05-07T15:26:24.766Z","30.05.2022 - 29.05.2027"
"No. BB1 & BB2, Jalan Belimbing Setia 12,   Taman Belimbing Setia, Durian Tunggal, Melaka    76100  Melaka","","","2.3231684","M/PJB WE 014 / 2024","102.2610906","http://maps.google.com/?q=2.3231684 ,102.2610906","Pusat Jagaan Sinec","","39","012-7821138 / 06-5530708","2026-05-07T15:26:24.766Z","20.03.2024 - 19.03.2029"
"PTD 7490, TL 95/6, Jalan Kesang, 84000 Tangkak, Johor   84000  Johor","","","2.0597531","J/PJB WT 016/2023","102.5584541","http://maps.google.com/?q=2.0597531 ,102.5584541","PUSAT JAGAAN SRI KENANGAN","","39","012-9983690","2026-05-07T15:26:24.766Z","17.04.2023 - 16.04.2028"
"NO. 16, JALAN  WATAN 1,TAMAN SRI WATAN 68000 AMPANG, SELANGOR  68000  Selangor","","","3.1402283","B/PJBWT 006/2022","101.7720759","http://maps.google.com/?q=3.1402283 ,101.7720759","PUSAT JAGAAN SRI MESRA","","39","012-6677934","2026-05-07T15:26:24.766Z","22.04.2022 - 21.04.2027"
"No.2A, Jalan Halimahton, Batu 3, Jalan Klang Lama 58100  WP Kuala Lumpur","","","3.11159","W/PJB WT 009/2022","101.67696","http://maps.google.com/?q=3.11159 ,101.67696","Pusat Jagaan St Mary's Aged","","39","0123937283","2026-05-07T15:26:24.766Z","05.12.2022 - 04.12.2027"
"145, LENGKOK PERDANA 8/2,  BANDAR PERDANA,  08000  Kedah","","","5.6055952","K/PJB WT 14/2023","100.5152683","http://maps.google.com/?q=5.6055952 ,100.5152683","PUSAT JAGAAN SUNNYVIEW RESIDENCE","","39","0124217442","2026-05-07T15:26:24.767Z","25.06.2023 - 24.06.2028"
"1776-D, Lorong Tiong Jalan Teluk Wanjah Alor Setar 05200  Kedah","","","6.122260","K/PJB WE 008/2020","100.378300","http://maps.google.com/?q=6.122260 ,100.378300","PUSAT JAGAAN SUPERFUN PUSAT REKREASI WARGA TUA","","39","04-7335757 / 019-4023939","2026-05-07T15:26:24.767Z","22.05.2025 - 21.05.2030"
"A5294 & A5296 LORONG KUBANG BUAYA 14 TAMAN SURIA 25250 KUANTAN Pahang","","","3.8191345913802914","C/PJBWE022/2025","103.34334370887588","http://maps.google.com/?q=3.8191345913802914, 103.34334370887588","PUSAT JAGAAN SUSAN VILLA AGED CARE","","39","09-5606388 / 016-9404892","2026-05-07T15:26:24.767Z","11.09.2025 - 10.09.2030"
"1042, Jalan Perak,  Taman Bandar Baru,  Kampar 31900  Kampar Perak","arveen_gill@yahoo.com","","4.3228983","A/PJB WE 050/2025","101.1399251","http://maps.google.com/?q=4.3228983, 101.1399251","Pusat Jagaan Sutera","","40","012-4147723","2026-05-07T15:26:27.946Z","31.10.2025 - 30.10.2030"
"No. 184, Jalan Samsu, Bukit Siput, 85020 Segamat, Johor.   85020  Johor","","","2.4846641","J/PJB WT 002/2023","102.8474551","http://maps.google.com/?q=2.4846641 ,102.8474551","PUSAT JAGAAN TAMAN FIRDAUS (CAW. BUKIT SIPUT)","","40","019-7404441","2026-05-07T15:26:27.946Z","02.01.2023 - 01.01.2028"
"Lot 59, Section 58, KTLD Jalan Ellis,   93300  Sarawak","","","1.5488761722846178","Q/PJHWT/001/2021","110.35743826518215","http://maps.google.com/?q=1.5488761722846178 ,110.35743826518215","Pusat Jagaan Trinity Eldercare Berhad","","40","6082410722","2026-05-07T15:26:27.946Z","03.02.2021 - 02.02.2026"
"Lot 5042, Jalan Indah Permai 9, Taman Saleng Indah 81400 Saleng, Johor.  81400 Johor Bahru Johor","","","1.554955","J/PJBWE018/2026","103","http://maps.google.com/?q=1.554955 ,103,763157","PUSAT JAGAAN VR MELODIES OLD FOLKS HOME","","40","075989676","2026-05-07T15:26:27.946Z","27.02.2026 - 26.02.2031"
"Lot 5042, Jalan Indah Permai 9, Taman Saling Indah, 81400 Senai, Johor   81400 Kulai Johor","","","1.6304867021550704","J/PJBWE018/2026","103.62942540930516","http://maps.google.com/?q=1.6304867021550704, 103.62942540930516","Pusat Jagaan Vr Melodies Old Folks Home","","40","013-7712825","2026-05-07T15:26:27.946Z","27.02.2026 - 26.02.2031"
"No. 24, Taman Changkat,   Jalan Changkat Jong, 36000 Teluk Intan 36000  Perak","","","4.0101981","A/PJB WT 019/2024","101.0368344","http://maps.google.com/?q=4.0101981 ,101.0368344","Pusat Jagaan Waja Tulus","","40","017-4861128","2026-05-07T15:26:27.946Z","15.03.2024 - 14.03.2029"
"NO. 20-22, JALAN BUNGA MATAHARI, TAMAN PERTAMA FASA 45200 SABAK BERNAM, SELANGOR    45200 SABAK BERNAM  Selangor","","","3.75471172","B/PJB WT 003/2026","101.9868599","http://maps.google.com/?q=3.75471172	101.9868599","PUSAT JAGAAN WARGA EMAS (CINA) SABAK BERNAM","","40","019-3339741","2026-05-07T15:26:27.946Z","03.02.2026 - 02.02.2031"
"NO. 4 & 5, LORONG SEPAKAT, KAMPUNG HILIR, KUBANG ROTAN, 06250 ALOR SETAR, KEDAH   06250  Kedah","","","5.2075811","K/PJB WT 013/2024","100.2371678","http://maps.google.com/?q=5.2075811 ,100.2371678","PUSAT JAGAAN WARGA EMAS AL IKHLAS","","40","011-69715398","2026-05-07T15:26:27.946Z","25.08.2024 - 24.08.2029"
"PR 17/10, Batu 5, Parit Ayah Samad, Tanjung Gading, 84900 Tangkak, Johor   84900  Johor","","","1.6383769","J/PJB WT 043/2022","103.6246959","http://maps.google.com/?q=1.6383769 ,103.6246959","PUSAT JAGAAN WARGA EMAS AL-JANNAH","","40","011-29715959","2026-05-07T15:26:27.947Z","31.10.2022 - 30.10.2027"
"No.14 & 16, Jalan Pungguk,   Taman Bahagia,  86000  Johor","","","1","J/PJB WT 008/2022","578465","http://maps.google.com/?q=1,578465 ,103.866019","PUSAT JAGAAN WARGA EMAS BAHAGIA","","40","019-7779500","2026-05-07T15:26:27.947Z","15.02.2022 - 14.02.2027"
"No.39,  Jalan Tenggiri, Taman Banang    83000  Johor","","","2.047926","J/PJBWE 040/2018","103","http://maps.google.com/?q=2.047926 ,103,763157","PUSAT JAGAAN WARGA EMAS BANANG","","41","0162090878","2026-05-07T15:26:30.576Z","15.05.2025 - 14.05.2030"
"NO. 2, JALAN SR 8/2E, SAUJANA RAWANG, 48000 RAWANG, SELANGOR    48000 RAWANG Selangor","","","3.3417","B/PJB WT 013/2025","101.51304","http://maps.google.com/?q=3.3417	101.51304","PUSAT JAGAAN WARGA EMAS BARAKAH","","41","012-2729198","2026-05-07T15:26:30.576Z","14.11.2025 - 13.11.2030"
"2030-1A, Jalan Sentul Pasar,  51100 Sentul WP Kuala Lumpur","","","3.19599","W/PJB WE 004/2025","101.69069","http://maps.google.com/?q=3.19599,101.69069","Pusat Jagaan Warga Emas Cinta","","41","019-3308604","2026-05-07T15:26:30.576Z","15.08.2025 - 14.08.2030"
"NO.1177, LORONG SEREMBAN TIGA 37/1 TAMAN SEREMBAN 3,   70300 Seremban Negeri Sembilan","","","0","N/PJB WT 11/2021","0","http://maps.google.com/?q=0 ,0","PUSAT JAGAAN WARGA EMAS DAN TERAPI FITRAH","","41","013-6649757","2026-05-07T15:26:30.577Z","30.11.2021 - 29.11.2026"
"NO 5 JALAN ACASIA 1, SIKAMAT ACASIA COUNTRY HEIGHTS, 70400 SEREMBAN, NEGERI SEMBILAN   70400 Seremban Negeri Sembilan","","","2.7541166","N/PJB WE 17/2024","101.9637648","http://maps.google.com/?q=2.7541166 ,101.9637648","PUSAT JAGAAN WARGA EMAS DAN TERAPI FITRAH (CAWANGAN)","","41","0136649757","2026-05-07T15:26:30.577Z","27.05.2024 - 26.05.2029"
"NO. 91, JALAN 43, TAMAN DESA JAYA, KEPONG, 52100 KUALA LUMPUR    52100  Selangor","","","3.212898","B/PJB WT 021/2023","101.630336","http://maps.google.com/?q=3.212898	 ,101.630336","PUSAT JAGAAN WARGA EMAS DESA JAYA","","41","019-7777328","2026-05-07T15:26:30.577Z","21.11.2023 - 20.11.2028"
"NO. 39, JALAN PUTERA INDAH 9/21, BANDAR PUTERA INDAH  83000  Johor","","","1.941031","J/PJBWT047/2024","102.936101","http://maps.google.com/?q=1.941031, 102.936101","PUSAT JAGAAN WARGA EMAS DIANA","","41","0137652357","2026-05-07T15:26:30.577Z","28.11.2024 - 27.11.2029"
"NO 1569 JALAN TIARA SENDAYAN 4/7, TAMAN TIARA SENDAYAN LABU, 71900 SEREMBAN, NEGERI SEMBILAN   71900 Seremban Negeri Sembilan","","","2.6931725","N/PJB WE 27/2024","101.8156237","http://maps.google.com/?q=2.6931725 ,101.8156237","PUSAT JAGAAN WARGA EMAS GERBANG DZUNNURAYN","","41","012-3156823","2026-05-07T15:26:30.577Z","14.08.2024 - 13.08.2029"
"LOT 156608, OFF PERSIARAN PONDEROSA, TMN PONDEROSA,    81100  JOHOR BAHRU Johor","","","1.514542020433184","J/PJBWE087/2025","103.78016556198752","http://maps.google.com/?q=1.514542020433184, 103.78016556198752","PUSAT JAGAAN WARGA EMAS HILLVILLE","","41","012-7719933","2026-05-07T15:26:30.577Z","14.11.2025 - 13.11.2030"
"No.247 & 248, Lorong Kenari 4/2 Taman Kenari  Kulim 09000  Kedah","","","5.367525","K/PJB WT 018/2020","100.574960","http://maps.google.com/?q=5.367525 ,100.574960","PUSAT JAGAAN WARGA EMAS IMPIAN MURNI KULIM","","41","012-4218986","2026-05-07T15:26:30.577Z","29.12.2020 - 28.12.2025"
"No 58-60 Jalan Thomas, Bukit Dumbar Georgetown  11700 Georgetown Pulau Pinang","","","5.350553","P/PJB WT 012/2024","100.284705","http://maps.google.com/?q=5.350553 ,100.284705","Pusat Jagaan Warga Emas Intan (Cawangan)","","42","0194111923","2026-05-07T15:26:33.900Z","20.05.2024 - 19.05.2029"
