title,slug,url,area,phone,website,pricing_display,shared_price,private_price,care_types,services,religion,languages,subsidy,wheelchair,rating,review_count,latitude,longitude,google_maps_url,last_updated,halal,ownership_type,licence_number,whatsapp,facebook,care_nursing,care_dementia,care_palliative,care_rehab,care_respite,care_assisted,rn_24_7,doctor_visits,nurse_ratio_day,nurse_ratio_night,medical_physio,medical_ot,medical_wound,medical_peg,medical_dementia_unit,medical_dialysis,medical_oxygen,medical_meds,total_beds,availability,four_bed_price,dorm_price,visiting_hours,parking,editorial_summary,hero_image,photos,photo_count,state,status,care_category,service_type,license_category,license_number,license_verification_date,license_expiry,license_expiry_warning,acuity_level,nurse_in_charge,doctor_visit_frequency,pricing_model,hidden_costs,sg_transfer_ready,verification_tier,last_verified_on,verified_by,evidence_ref,outreach_status,outreach_last_attempt,outreach_notes,tier_2_review_pending,deactivation_reason,remarks,screened_date,screened_by
Pusat Jagaan Rumah Sejahtera Permatang Tinggi,pusat-jagaan-rumah-sejahtera-permatang-tinggi,,,+6045887080,,,,,Elderly Care,,,,,,,,5.3060,100.4785,"http://maps.google.com/?q=5.3060 ,100.4785",2026-05-07,,,P/PJB WT 026/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penang,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN RUMAH SEJAHTERA POKOK SENA,pusat-jagaan-rumah-sejahtera-pokok-sena,,,+6047332737,,,,,Elderly Care,,,,,,,,6.1757067,100.5153124,"http://maps.google.com/?q=6.1757067 ,100.5153124,",2026-05-07,,,K/PJB WT 020/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kedah,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN RUMAH SEJAHTERA SIKAMAT,pusat-jagaan-rumah-sejahtera-sikamat,,,+6067642082,,,,,Elderly Care,,,,,,,,2.74607,101.96728,"http://maps.google.com/?q=2.74607 ,101.96728",2026-05-07,,,N/PJB WT 16/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negeri Sembilan,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Rumah Seri Bahagia (Lucky Village Home),pusat-jagaan-rumah-seri-bahagia-lucky-village-home,,,+6053120997,,,,,Elderly Care,,,,,,,,4.5517607,101.1182131,"http://maps.google.com/?q=4.5517607 ,101.1182131",2026-05-07,,,A/PJB WT 035/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Rumah Warga Emas Marian,pusat-jagaan-rumah-warga-emas-marian,,,+6054658424,,,,,Elderly Care,,,,,,,,4.3142243,101.1521267,"http://maps.google.com/?q=4.3142243 ,101.1521267",2026-05-07,,,A/PJB WT 076/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN SARA'S HOME FOR THE AGED,pusat-jagaan-saras-home-for-the-aged,,,,,,,,Elderly Care,,,,,,,,3.8211885908913565,103.34117882421658,"http://maps.google.com/?q=3.8211885908913565, 103.34117882421658",2026-05-07,,,C/PJBWE039/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahang,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Seavoy,pusat-jagaan-seavoy,,,+60341084700,,,,,Elderly Care,,,,,,,,3.21922,101.73853,"http://maps.google.com/?q=3.21922 ,101.73853",2026-05-07,,,W/PJB WT 002/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Lumpur,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Seri Bercham,pusat-jagaan-seri-bercham,,,+60165677565,,,,,Elderly Care,,,,,,,,4.6304064,101.1232027,"http://maps.google.com/?q=4.6304064 ,101.1232027",2026-05-07,,,A/PJB WT 048/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Seri Bercham,pusat-jagaan-seri-bercham,,,+6055450694,,,,,Elderly Care,,,,,,,,4.6304128,101.1253399,"http://maps.google.com/?q=4.6304128 ,101.1253399",2026-05-07,,,A/PJB WT 015/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Seri Cahaya,pusat-jagaan-seri-cahaya,,,+60165677565,,,,,Elderly Care,,,,,,,,4.6114768,101.1416683,"http://maps.google.com/?q=4.6114768 ,101.1416683",2026-05-07,,,A/PJB WT 036/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Seri Damai,pusat-jagaan-seri-damai,,,+60125152759,,,,,Elderly Care,,,,,,,,4.5611412,101.074155,"http://maps.google.com/?q=4.5611412 ,101.074155",2026-05-07,,,A/PJB WT 026/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Seri Damai,pusat-jagaan-seri-damai,,,+60125152759,,,,,Elderly Care,,,,,,,,4.5697053,101.0782323,"http://maps.google.com/?q=4.5697053 ,101.0782323",2026-05-07,,,A/PJB WT 047/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Sibu Benevolent Society,pusat-jagaan-sibu-benevolent-society,,,+6084311936,,,,,Elderly Care,,,,,,,,2.3330668968845956,111.84132960139607,"http://maps.google.com/?q=2.3330668968845956 ,111.84132960139607",2026-05-07,,,Q/PJB WT/10/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarawak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Sinar Berkat,pusat-jagaan-sinar-berkat,,,+60164404917,,,,,Elderly Care,,,,,,,,4.6504187,101.0596812,"http://maps.google.com/?q=4.6504187 ,101.0596812",2026-05-07,,,A/PJB WT 043/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Sinar Berkat,pusat-jagaan-sinar-berkat,,,+60164404917,,,,,Elderly Care,,,,,,,,4.609078,101.0690282,"http://maps.google.com/?q=4.609078, 101.0690282",2026-05-07,,,A/PJB WE 004/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN SINAR KASIH (CAWANGAN),pusat-jagaan-sinar-kasih-cawangan,,,+601112880872,,,,,Elderly Care,,,,,,,,1.9798808,102.7384071,"http://maps.google.com/?q=1.9798808 ,102.7384071",2026-05-07,,,J/PJB WT 019/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Sinec,pusat-jagaan-sinec,,,+60127821138,,,,,Elderly Care,,,,,,,,2.3231684,102.2610906,"http://maps.google.com/?q=2.3231684 ,102.2610906",2026-05-07,,,M/PJB WE 014 / 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melaka,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan St Mary's Aged,pusat-jagaan-st-marys-aged,,,+60123937283,,,,,Elderly Care,,,,,,,,3.11159,101.67696,"http://maps.google.com/?q=3.11159 ,101.67696",2026-05-07,,,W/PJB WT 009/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Lumpur,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN SUNNYVIEW RESIDENCE,pusat-jagaan-sunnyview-residence,,,+60124217442,,,,,Elderly Care,,,,,,,,5.6055952,100.5152683,"http://maps.google.com/?q=5.6055952 ,100.5152683",2026-05-07,,,K/PJB WT 14/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kedah,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN SUPERFUN PUSAT REKREASI WARGA TUA,pusat-jagaan-superfun-pusat-rekreasi-warga-tua,,,+6047335757,,,,,Elderly Care,,,,,,,,6.122260,100.378300,"http://maps.google.com/?q=6.122260 ,100.378300",2026-05-07,,,K/PJB WE 008/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kedah,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN SUSAN VILLA AGED CARE,pusat-jagaan-susan-villa-aged-care,,,+6095606388,,,,,Elderly Care,,,,,,,,3.8191345913802914,103.34334370887588,"http://maps.google.com/?q=3.8191345913802914, 103.34334370887588",2026-05-07,,,C/PJBWE022/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahang,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Sutera,pusat-jagaan-sutera,,,+60124147723,,,,,Elderly Care,,,,,,,,4.3228983,101.1399251,"http://maps.google.com/?q=4.3228983, 101.1399251",2026-05-07,,,A/PJB WE 050/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Trinity Eldercare Berhad,pusat-jagaan-trinity-eldercare-berhad,,,+6082410722,,,,,Elderly Care,,,,,,,,1.5488761722846178,110.35743826518215,"http://maps.google.com/?q=1.5488761722846178 ,110.35743826518215",2026-05-07,,,Q/PJHWT/001/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarawak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Waja Tulus,pusat-jagaan-waja-tulus,,,+60174861128,,,,,Elderly Care,,,,,,,,4.0101981,101.0368344,"http://maps.google.com/?q=4.0101981 ,101.0368344",2026-05-07,,,A/PJB WT 019/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN WARGA EMAS (CINA) SABAK BERNAM,pusat-jagaan-warga-emas-cina-sabak-bernam,,,+60193339741,,,,,Elderly Care,,,,,,,,3.75471172,101.9868599,http://maps.google.com/?q=3.75471172	101.9868599,2026-05-07,,,B/PJB WT 003/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selangor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN WARGA EMAS AL IKHLAS,pusat-jagaan-warga-emas-al-ikhlas,,,+601169715398,,,,,Elderly Care,,,,,,,,5.2075811,100.2371678,"http://maps.google.com/?q=5.2075811 ,100.2371678",2026-05-07,,,K/PJB WT 013/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kedah,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN WARGA EMAS DAN TERAPI FITRAH,pusat-jagaan-warga-emas-dan-terapi-fitrah,,,+60136649757,,,,,Elderly Care,,,,,,,,0,0,"http://maps.google.com/?q=0 ,0",2026-05-07,,,N/PJB WT 11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negeri Sembilan,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN WARGA EMAS DAN TERAPI FITRAH (CAWANGAN),pusat-jagaan-warga-emas-dan-terapi-fitrah-cawangan,,,+60136649757,,,,,Elderly Care,,,,,,,,2.7541166,101.9637648,"http://maps.google.com/?q=2.7541166 ,101.9637648",2026-05-07,,,N/PJB WE 17/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negeri Sembilan,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN WARGA EMAS GERBANG DZUNNURAYN,pusat-jagaan-warga-emas-gerbang-dzunnurayn,,,+60123156823,,,,,Elderly Care,,,,,,,,2.6931725,101.8156237,"http://maps.google.com/?q=2.6931725 ,101.8156237",2026-05-07,,,N/PJB WE 27/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negeri Sembilan,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN WARGA EMAS IMPIAN MURNI KULIM,pusat-jagaan-warga-emas-impian-murni-kulim,,,+60124218986,,,,,Elderly Care,,,,,,,,5.367525,100.574960,"http://maps.google.com/?q=5.367525 ,100.574960",2026-05-07,,,K/PJB WT 018/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kedah,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Warga Emas Intan (Cawangan),pusat-jagaan-warga-emas-intan-cawangan,,,+60194111923,,,,,Elderly Care,,,,,,,,5.350553,100.284705,"http://maps.google.com/?q=5.350553 ,100.284705",2026-05-07,,,P/PJB WT 012/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penang,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN WARGA EMAS OASIS (2),pusat-jagaan-warga-emas-oasis-2,,,+601139336294,,,,,Elderly Care,,,,,,,,3.097659,101.3817556,"http://maps.google.com/?q=3.097659,	 ,101.3817556",2026-05-07,,,B/PJB WT 011/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selangor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN WARGA EMAS PEWARIS LANGKASUKA,pusat-jagaan-warga-emas-pewaris-langkasuka,,,+60124297510,,,,,Elderly Care,,,,,,,,6.2377278,100.3294089,"http://maps.google.com/?q=6.2377278,100.3294089",2026-05-07,,,K/PJB WE 004/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kedah,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN WARGA EMAS RUMAH BUKIT HARMONI,pusat-jagaan-warga-emas-rumah-bukit-harmoni,,,+60106606388,,,,,Elderly Care,,,,,,,,2.95555,101.8797,"http://maps.google.com/?q=2.95555	 ,101.8797",2026-05-07,,,B/PJBWT 013/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selangor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN WARGA EMAS UMMI ZAINAB,pusat-jagaan-warga-emas-ummi-zainab,,,+60139393553,,,,,Elderly Care,,,,,,,,6.1285226,102.2765544,"http://maps.google.com/?q=6.1285226 ,102.2765544",2026-05-07,,,D/PJB WE 003/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kelantan,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN WARGA EMAS VR MELODIES,pusat-jagaan-warga-emas-vr-melodies,,,+60127761465,,,,,Elderly Care,,,,,,,,2.828785,101.565692,http://maps.google.com/?q=2.828785	101.565692,2026-05-07,,,B/PJB WT 017/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selangor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
"PUSAT JAGAAN WARGA EMAS WEN ZHAO, KLANG",pusat-jagaan-warga-emas-wen-zhao-klang,,,+60139609330,,,,,Elderly Care,,,,,,,,3.0473855,101.4520383,"http://maps.google.com/?q=3.0473855 ,101.4520383",2026-05-07,,,B/PJBWT 011/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selangor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN WARGA ISTIMEWA WANITA,pusat-jagaan-warga-istimewa-wanita,,,+60197799700,,,,,Elderly Care,,,,,,,,2.5042336,102.8263981,"http://maps.google.com/?q=2.5042336 ,102.8263981",2026-05-07,,,J/PJB WT 030/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN WARGA RIA BAHAGIA,pusat-jagaan-warga-ria-bahagia,,,+60127878813,,,,,Elderly Care,,,,,,,,1.5417047477784436,103.65400906754928,"http://maps.google.com/?q=1.5417047477784436, 103.65400906754928",2026-05-07,,,J/PJBWE048/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
"Pusat Jagaan Warga Tua Manjung, Perak",pusat-jagaan-warga-tua-manjung-perak,,,+6056879055,,,,,Elderly Care,,,,,,,,4.2125016,100.6491414,"http://maps.google.com/?q=4.2125016 ,100.6491414",2026-05-07,,,A/PJB WT 067/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN WARGA TUA SINAR KEBAHAGIAAN,pusat-jagaan-warga-tua-sinar-kebahagiaan,,,+601111405468,,,,,Elderly Care,,,,,,,,1.511291,103.6877808,"http://maps.google.com/?q=1.511291 ,103.6877808",2026-05-07,,,J/PJB WT 08/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN WARGA TUA SRI ORKID (CAWANGAN),pusat-jagaan-warga-tua-sri-orkid-cawangan,,,+60167707576,,,,,Elderly Care,,,,,,,,1.5117972173454066,103.64148019638542,"http://maps.google.com/?q=1.5117972173454066, 103.64148019638542",2026-05-07,,,J/PJBWE078/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN WARGA USIA EMAS TONG SIM,pusat-jagaan-warga-usia-emas-tong-sim,,,+60163712228,,,,,Elderly Care,,,,,,,,2.682260,101.930944,"http://maps.google.com/?q=2.682260 ,101.930944",2026-05-07,,,N/PJBWE043/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negeri Sembilan,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN WONG & CHONG SDN. BHD.,pusat-jagaan-wong-chong-sdn-bhd,,,+60193133881,,,,,Elderly Care,,,,,,,,02.70086,101.94259,"http://maps.google.com/?q=02.70086 ,101.94259",2026-05-07,,,N/PJBWE019/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negeri Sembilan,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN WONG & CHONG SDN. BHD.,pusat-jagaan-wong-chong-sdn-bhd,,,+60193133881,,,,,Elderly Care,,,,,,,,2.70086,101.94259,"http://maps.google.com/?q=2.70086 ,101.94259",2026-05-07,,,N/PJBWE018/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negeri Sembilan,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Yayasan Teratai,pusat-jagaan-yayasan-teratai,,,+60165345679,,,,,Elderly Care,,,,,,,,4.5951174,101.0919011,"http://maps.google.com/?q=4.5951174 ,101.0919011",2026-05-07,,,A/PJB WT 041/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Penjagaan Ceria,pusat-penjagaan-ceria,,,+60175032399,,,,,Elderly Care,,,,,,,,5.444321,100.43317,"http://maps.google.com/?q=5.444321 ,100.43317",2026-05-07,,,P/PJB WT 026/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penang,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Qualicare Senior Citizens Home,qualicare-senior-citizens-home,,,+60125067998,,,,,Elderly Care,,,,,,,,4.6040845,101.1161846,"http://maps.google.com/?q=4.6040845 ,101.1161846",2026-05-07,,,A/PJB WT 023/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Qualicare Senior Citizens Home Care Centre,qualicare-senior-citizens-home-care-centre,,,+601154134996,,,,,Elderly Care,,,,,,,,4.5822491,101.1250783,"http://maps.google.com/?q=4.5822491 ,101.1250783",2026-05-07,,,A/PJB WT 038/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Qualicare Senior Citizens Home Care Centre,qualicare-senior-citizens-home-care-centre,,,+60125067998,,,,,Elderly Care,,,,,,,,4.6040845,101.1161846,"http://maps.google.com/?q=4.6040845 ,101.1161846",2026-05-07,,,A/PJB WT 051/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
RAINBOW SENIOR CARE CENTRE,rainbow-senior-care-centre,,,+60184076008,,,,,Elderly Care,,,,,,,,5.423940,100.553177,"http://maps.google.com/?q=5.423940 ,100.553177",2026-05-07,,,K/PJB WT 010/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kedah,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Recovering Home Care Centre,recovering-home-care-centre,,,+60125380719,,,,,Elderly Care,,,,,,,,4.8413961,100.7470818,"http://maps.google.com/?q=4.8413961 ,100.7470818",2026-05-07,,,A/PJB WT 004/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
RED SPOT HOME CARE CENTRE,red-spot-home-care-centre,,,+60163503690,,,,,Elderly Care,,,,,,,,2.71089,101.94661,"http://maps.google.com/?q=2.71089 ,101.94661",2026-05-07,,,N/PJB WT 16/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negeri Sembilan,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Rejuvenate Elderly Care Centre,rejuvenate-elderly-care-centre,,,+60122980206,,,,,Elderly Care,,,,,,,,3.21022,101.71810,"http://maps.google.com/?q=3.21022 ,101.71810",2026-05-07,,,W/PJB WT 022/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Lumpur,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Rumah Jagaan Warga Emas JC,rumah-jagaan-warga-emas-jc,,,+601126708613,,,,,Elderly Care,,,,,,,,3.267375746807714,102.45047158072654,"http://maps.google.com/?q=3.267375746807714 ,102.45047158072654",2026-05-07,,,C/PJB WE 002/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahang,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Rumah Orang Tua Uzur Pulau Pinang,rumah-orang-tua-uzur-pulau-pinang,,,+60164100797,,,,,Elderly Care,,,,,,,,5.39035,100.30378,"http://maps.google.com/?q=5.39035 ,100.30378",2026-05-07,,,P/PJB WT 048/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penang,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Safe Homecare Centre,safe-homecare-centre,,,+601110211902,,,,,Elderly Care,,,,,,,,5.931600,116.081750,"http://maps.google.com/?q=5.931600 ,116.081750",2026-05-07,,,S/PJBWT/003-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sabah,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
SAHABATS CARE CENTRE SDN BHD,sahabats-care-centre-sdn-bhd,,,+60127373725,,,,,Elderly Care,,,,,,,,1.4649355,103.7693747,"http://maps.google.com/?q=1.4649355 ,103.7693747",2026-05-07,,,J/PJB WT 006/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Sarawak Hun Nam Siang Tng Care Centre,sarawak-hun-nam-siang-tng-care-centre,,,+6082332872,,,,,Elderly Care,,,,,,,,1.5478729471479895,110.36578436333713,"http://maps.google.com/?q=1.5478729471479895 ,110.36578436333713",2026-05-07,,,Q/PJB WT/003/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarawak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Senior Garden Elderly Care Centre Sdn. Bhd.,senior-garden-elderly-care-centre-sdn-bhd,,,+6062899587,,,,,Elderly Care,,,,,,,,2.2196671,102.2592895,"http://maps.google.com/?q=2.2196671 ,102.2592895",2026-05-07,,,M/PJB WT 011 / 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melaka,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Senior Garden Elderly Care Centre Sdn. Bhd.,senior-garden-elderly-care-centre-sdn-bhd,,,+6062810139,,,,,Elderly Care,,,,,,,,2.2246855,102.2751153,"http://maps.google.com/?q=2.2246855 ,102.2751153",2026-05-07,,,M/PJB WT  006 / 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melaka,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Serene Care Centre,serene-care-centre,,,+60165353246,,,,,Elderly Care,,,,,,,,4.8745041,100.7248864,"http://maps.google.com/?q=4.8745041 ,100.7248864",2026-05-07,,,A/PJB WT 080/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Serene Sanctuary Care Centre,serene-sanctuary-care-centre,,,+60165651828,,,,,Elderly Care,,,,,,,,4.77221,100.9327925,"http://maps.google.com/?q=4.77221 ,100.9327925",2026-05-07,,,A/A/PJB WT 062/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Shalom Care Centre,shalom-care-centre,,,+6063151326,,,,,Elderly Care,,,,,,,,2.2233029,102.1898903,"http://maps.google.com/?q=2.2233029 ,102.1898903",2026-05-07,,,M/PJB WT 016 / 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melaka,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Sitiawan Lily Care Centre,sitiawan-lily-care-centre,,,+60165048575,,,,,Elderly Care,,,,,,,,4.1486349,100.5773688,"http://maps.google.com/?q=4.1486349	 ,100.5773688",2026-05-07,,,A/PJB WT 019/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
SMA Home Care Centre Sdn Bhd,sma-home-care-centre-sdn-bhd,,,+60124835739,,,,,Elderly Care,,,,,,,,5.468496,100.274085,"http://maps.google.com/?q=5.468496 ,100.274085",2026-05-07,,,P/PJB WT 028/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penang,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
SMART SENIOR CARE CENTRE,smart-senior-care-centre,,,+601151802454,,,,,Elderly Care,,,,,,,,5.880684,118.060052,"http://maps.google.com/?q=5.880684 ,118.060052",2026-05-07,,,S/PJBWT/002-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sabah,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Splendid Care Centre,splendid-care-centre,,,+60138018883,,,,,Elderly Care,,,,,,,,1.5478657225385644,110.33573826333708,"http://maps.google.com/?q=1.5478657225385644 ,110.33573826333708",2026-05-07,,,Q/PJB WT/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarawak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
SPRUCE CARE CENTRE,spruce-care-centre,,,+601110900703,,,,,Elderly Care,,,,,,,,2.0351011,103.3281375,"http://maps.google.com/?q=2.0351011 ,103.3281375",2026-05-07,,,J/PJB WT 050/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Starshine Care Centre,starshine-care-centre,,,+60165600317,,,,,Elderly Care,,,,,,,,4.6183211,101.0777502,"http://maps.google.com/?q=4.6183211 ,101.0777502",2026-05-07,,,A/PJB WT 025/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
